index,ethnicity,ethnicity_1,ethnicity_2,ethnicity_3
19019,rather not disclose,rather not disclose,,
19020,black,black,,
19021,white,white,,
19022,"asian, indian, pacific islander, other",asian,indian,pacific islander
19023,white,white,,
19024,white,white,,
19025,white,white,,
19026,white,white,,
19027,white,white,,
19028,white,white,,
19029,white,white,,
19030,white,white,,
19031,white,white,,
19032,white,white,,
19033,"asian, other",asian,,other
19034,white,white,,
19035,asian,asian,,
19036,white,white,,
19037,white,white,,
19038,white,white,,
19039,white,white,,
19040,"asian, pacific islander",asian,pacific islander,
19041,white,white,,
19042,white,white,,
19043,white,white,,
19044,"middle eastern, white",white,middle eastern,
19045,white,white,,
19046,asian,asian,,
19047,white,white,,
19048,hispanic / latin,rather not disclose,,
19049,white,white,,
19050,white,white,,
19051,white,white,,
19052,asian,asian,,
19053,"black, native american",black,native american,
19054,white,white,,
19055,black,black,,
19056,white,white,,
19057,white,white,,
19058,white,white,,
19059,white,white,,
19060,white,white,,
19061,white,white,,
19062,white,white,,
19063,white,white,,
19064,white,white,,
19065,white,white,,
19066,white,white,,
19067,white,white,,
19068,"black, hispanic / latin",black,,
19069,white,white,,
19070,white,white,,
19071,white,white,,
19072,white,white,,
19073,white,white,,
19074,asian,asian,,
19075,"middle eastern, white",white,middle eastern,
19076,"native american, hispanic / latin",native american,,
19077,"black, native american, white",black,white,native american
19078,white,white,,
19079,pacific islander,pacific islander,,
19080,asian,asian,,
19081,asian,asian,,
19082,other,rather not disclose,,other
19083,white,white,,
19084,white,white,,
19085,white,white,,
19086,white,white,,
19087,white,white,,
19088,"hispanic / latin, white",white,,
19089,asian,asian,,
19090,asian,asian,,
19091,white,white,,
19092,asian,asian,,
19093,white,white,,
19094,white,white,,
19095,white,white,,
19096,white,white,,
19097,other,rather not disclose,,other
19098,white,white,,
19099,asian,asian,,
19100,white,white,,
19101,white,white,,
19102,white,white,,
19103,black,black,,
19104,rather not disclose,rather not disclose,,
19105,white,white,,
19106,white,white,,
19107,indian,indian,,
19108,"white, other",white,,other
19109,white,white,,
19110,white,white,,
19111,white,white,,
19112,"hispanic / latin, white",white,,
19113,asian,asian,,
19114,asian,asian,,
19115,black,black,,
19116,asian,asian,,
19117,white,white,,
19118,white,white,,
19119,rather not disclose,rather not disclose,,
19120,other,rather not disclose,,other
19121,white,white,,
19122,white,white,,
19123,white,white,,
19124,black,black,,
19125,white,white,,
19126,asian,asian,,
19127,white,white,,
19128,white,white,,
19129,"native american, pacific islander, hispanic / latin",native american,pacific islander,
19130,black,black,,
19131,asian,asian,,
19132,white,white,,
19133,white,white,,
19134,"white, other",white,,other
19135,asian,asian,,
19136,asian,asian,,
19137,white,white,,
19138,white,white,,
19139,rather not disclose,rather not disclose,,
19140,pacific islander,pacific islander,,
19141,white,white,,
19142,black,black,,
19143,white,white,,
19144,asian,asian,,
19145,white,white,,
19146,asian,asian,,
19147,asian,asian,,
19148,white,white,,
19149,white,white,,
19150,white,white,,
19151,other,rather not disclose,,other
19152,white,white,,
19153,white,white,,
19154,white,white,,
19155,"asian, white",asian,white,
19156,white,white,,
19157,rather not disclose,rather not disclose,,
19158,asian,asian,,
19159,other,rather not disclose,,other
19160,"asian, white",asian,white,
19161,rather not disclose,rather not disclose,,
19162,white,white,,
19163,white,white,,
19164,white,white,,
19165,rather not disclose,rather not disclose,,
19166,white,white,,
19167,white,white,,
19168,white,white,,
19169,white,white,,
19170,black,black,,
19171,white,white,,
19172,black,black,,
19173,white,white,,
19174,"asian, white",asian,white,
19175,rather not disclose,rather not disclose,,
19176,white,white,,
19177,white,white,,
19178,white,white,,
19179,asian,asian,,
19180,white,white,,
19181,white,white,,
19182,asian,asian,,
19183,black,black,,
19184,white,white,,
19185,asian,asian,,
19186,black,black,,
19187,asian,asian,,
19188,black,black,,
19189,white,white,,
19190,black,black,,
19191,white,white,,
19192,white,white,,
19193,rather not disclose,rather not disclose,,
19194,white,white,,
19195,white,white,,
19196,white,white,,
19197,white,white,,
19198,rather not disclose,rather not disclose,,
19199,asian,asian,,
19200,white,white,,
19201,white,white,,
19202,rather not disclose,rather not disclose,,
19203,"asian, indian, hispanic / latin, white",asian,white,indian
19204,white,white,,
19205,white,white,,
19206,"black, hispanic / latin",black,,
19207,white,white,,
19208,white,white,,
19209,white,white,,
19210,white,white,,
19211,other,rather not disclose,,other
19212,white,white,,
19213,rather not disclose,rather not disclose,,
19214,asian,asian,,
19215,asian,asian,,
19216,black,black,,
19217,asian,asian,,
19218,rather not disclose,rather not disclose,,
19219,black,black,,
19220,"indian, other",indian,,other
19221,white,white,,
19222,white,white,,
19223,white,white,,
19224,white,white,,
19225,other,rather not disclose,,other
19226,hispanic / latin,rather not disclose,,
19227,white,white,,
19228,white,white,,
19229,rather not disclose,rather not disclose,,
19230,"asian, white, other",asian,white,other
19231,white,white,,
19232,white,white,,
19233,black,black,,
19234,asian,asian,,
19235,"native american, white, other",white,native american,other
19236,white,white,,
19237,white,white,,
19238,"white, other",white,,other
19239,white,white,,
19240,white,white,,
19241,black,black,,
19242,white,white,,
19243,white,white,,
19244,white,white,,
19245,"hispanic / latin, white",white,,
19246,"black, native american, other",black,native american,other
19247,asian,asian,,
19248,"white, other",white,,other
19249,black,black,,
19250,asian,asian,,
19251,rather not disclose,rather not disclose,,
19252,white,white,,
19253,asian,asian,,
19254,white,white,,
19255,black,black,,
19256,white,white,,
19257,white,white,,
19258,white,white,,
19259,white,white,,
19260,white,white,,
19261,white,white,,
19262,white,white,,
19263,asian,asian,,
19264,asian,asian,,
19265,white,white,,
19266,white,white,,
19267,white,white,,
19268,hispanic / latin,rather not disclose,,
19269,hispanic / latin,rather not disclose,,
19270,white,white,,
19271,white,white,,
19272,other,rather not disclose,,other
19273,hispanic / latin,rather not disclose,,
19274,white,white,,
19275,white,white,,
19276,white,white,,
19277,white,white,,
19278,asian,asian,,
19279,white,white,,
19280,white,white,,
19281,white,white,,
19282,"hispanic / latin, white",white,,
19283,white,white,,
19284,white,white,,
19285,rather not disclose,rather not disclose,,
19286,"black, native american, white, other",black,white,native american
19287,white,white,,
19288,white,white,,
19289,white,white,,
19290,white,white,,
19291,white,white,,
19292,white,white,,
19293,white,white,,
19294,white,white,,
19295,white,white,,
19296,indian,indian,,
19297,rather not disclose,rather not disclose,,
19298,rather not disclose,rather not disclose,,
19299,white,white,,
19300,white,white,,
19301,"hispanic / latin, white",white,,
19302,white,white,,
19303,asian,asian,,
19304,white,white,,
19305,white,white,,
19306,white,white,,
19307,white,white,,
19308,hispanic / latin,rather not disclose,,
19309,white,white,,
19310,"asian, pacific islander",asian,pacific islander,
19311,hispanic / latin,rather not disclose,,
19312,"middle eastern, white, other",white,middle eastern,other
19313,white,white,,
19314,"black, white",mixed,,
19315,white,white,,
19316,white,white,,
19317,white,white,,
19318,"black, hispanic / latin, white",black,white,
19319,white,white,,
19320,black,black,,
19321,hispanic / latin,rather not disclose,,
19322,white,white,,
19323,asian,asian,,
19324,black,black,,
19325,other,rather not disclose,,other
19326,white,white,,
19327,rather not disclose,rather not disclose,,
19328,hispanic / latin,rather not disclose,,
19329,hispanic / latin,rather not disclose,,
19330,white,white,,
19331,asian,asian,,
19332,white,white,,
19333,"asian, pacific islander, white",asian,white,pacific islander
19334,indian,indian,,
19335,asian,asian,,
19336,white,white,,
19337,rather not disclose,rather not disclose,,
19338,hispanic / latin,rather not disclose,,
19339,other,rather not disclose,,other
19340,white,white,,
19341,rather not disclose,rather not disclose,,
19342,white,white,,
19343,white,white,,
19344,"asian, pacific islander",asian,pacific islander,
19345,white,white,,
19346,asian,asian,,
19347,asian,asian,,
19348,other,rather not disclose,,other
19349,white,white,,
19350,"asian, white, other",asian,white,other
19351,white,white,,
19352,white,white,,
19353,white,white,,
19354,white,white,,
19355,white,white,,
19356,rather not disclose,rather not disclose,,
19357,"middle eastern, white",white,middle eastern,
19358,asian,asian,,
19359,white,white,,
19360,pacific islander,pacific islander,,
19361,white,white,,
19362,white,white,,
19363,white,white,,
19364,white,white,,
19365,"black, indian",black,indian,
19366,asian,asian,,
19367,white,white,,
19368,"white, other",white,,other
19369,white,white,,
19370,white,white,,
19371,rather not disclose,rather not disclose,,
19372,white,white,,
19373,white,white,,
19374,white,white,,
19375,white,white,,
19376,white,white,,
19377,asian,asian,,
19378,"hispanic / latin, white",white,,
19379,"asian, pacific islander, hispanic / latin, white, other",asian,white,pacific islander
19380,white,white,,
19381,other,rather not disclose,,other
19382,white,white,,
19383,"hispanic / latin, white",white,,
19384,rather not disclose,rather not disclose,,
19385,white,white,,
19386,indian,indian,,
19387,"asian, hispanic / latin",asian,,
19388,asian,asian,,
19389,white,white,,
19390,"black, hispanic / latin",black,,
19391,white,white,,
19392,rather not disclose,rather not disclose,,
19393,white,white,,
19394,white,white,,
19395,white,white,,
19396,white,white,,
19397,white,white,,
19398,white,white,,
19399,white,white,,
19400,white,white,,
19401,white,white,,
19402,white,white,,
19403,white,white,,
19404,"native american, white",white,native american,
19405,white,white,,
19406,"native american, white",white,native american,
19407,asian,asian,,
19408,rather not disclose,rather not disclose,,
19409,rather not disclose,rather not disclose,,
19410,white,white,,
19411,rather not disclose,rather not disclose,,
19412,"middle eastern, white",white,middle eastern,
19413,asian,asian,,
19414,white,white,,
19415,white,white,,
19416,other,rather not disclose,,other
19417,white,white,,
19418,white,white,,
19419,white,white,,
19420,white,white,,
19421,white,white,,
19422,"hispanic / latin, white",white,,
19423,white,white,,
19424,white,white,,
19425,black,black,,
19426,white,white,,
19427,white,white,,
19428,white,white,,
19429,"native american, white",white,native american,
19430,white,white,,
19431,white,white,,
19432,asian,asian,,
19433,"black, other",black,,other
19434,white,white,,
19435,white,white,,
19436,white,white,,
19437,white,white,,
19438,white,white,,
19439,rather not disclose,rather not disclose,,
19440,white,white,,
19441,black,black,,
19442,white,white,,
19443,white,white,,
19444,white,white,,
19445,white,white,,
19446,white,white,,
19447,"asian, white",asian,white,
19448,white,white,,
19449,white,white,,
19450,asian,asian,,
19451,"black, native american, white",black,white,native american
19452,white,white,,
19453,asian,asian,,
19454,asian,asian,,
19455,"hispanic / latin, white",white,,
19456,asian,asian,,
19457,white,white,,
19458,other,rather not disclose,,other
19459,white,white,,
19460,white,white,,
19461,"black, other",black,,other
19462,white,white,,
19463,white,white,,
19464,white,white,,
19465,rather not disclose,rather not disclose,,
19466,hispanic / latin,rather not disclose,,
19467,white,white,,
19468,white,white,,
19469,rather not disclose,rather not disclose,,
19470,"black, native american, indian, other",black,indian,native american
19471,"black, white",mixed,,
19472,"asian, other",asian,,other
19473,white,white,,
19474,indian,indian,,
19475,hispanic / latin,rather not disclose,,
19476,"hispanic / latin, white",white,,
19477,black,black,,
19478,asian,asian,,
19479,white,white,,
19480,white,white,,
19481,pacific islander,pacific islander,,
19482,white,white,,
19483,indian,indian,,
19484,white,white,,
19485,other,rather not disclose,,other
19486,rather not disclose,rather not disclose,,
19487,rather not disclose,rather not disclose,,
19488,asian,asian,,
